160	83	56	65
167	78	52	64
174	74	52	67
174	71	53	72
177	71	57	72
181	66	63	71
179	58	67	70
156	45	70	52
148	44	71	50
142	45	68	62
136	56	67	68
135	63	67	67
136	68	65	67
134	73	66	66
136	85	65	66
143	88	69	66
153	87	69	67
176	84	71	72
178	85	72	75
170	77	77	74
168	76	76	74
163	76	75	76
153	73	73	77
147	74	72	78
130	82	70	76
134	82	81	72
157	80	74	72
188	76	61	67
193	76	61	67
196	89	86	74
191	88	88	74
192	81	84	80
189	70	83	80
200	63	84	84
209	61	82	84
214	66	85	83
211	77	77	79
220	84	72	75
212	89	83	74
204	82	76	69
180	53	75	75
122	45	84	54
95	40	88	56
29	41	93	64
-7	39	101	73
9	136	83	73
71	93	76	66
93	53	69	72
119	43	70	53
119	43	70	53
119	43	70	53
184	44	63	61
200	59	67	56
194	67	70	56
198	78	56	60
199	77	55	66
219	64	59	62
224	58	70	64
233	62	68	67
235	65	70	71
228	62	69	73
188	78	66	81
179	94	65	79
168	130	68	83
160	137	75	85
148	111	78	89
143	93	78	91
124	71	82	90
107	50	80	88
112	49	78	83
131	58	70	87
144	64	74	94
148	67	68	92
152	57	65	81
158	47	63	69
171	44	73	58
192	62	60	67
195	64	62	67
196	69	65	74
115	157	76	91
126	176	97	112
94	189	111	124
84	177	104	123
87	131	95	125
92	113	88	121
109	119	92	119
148	114	91	115
157	105	91	118
185	86	92	114
168	58	93	107
151	50	93	96
107	42	93	75
95	44	91	63
100	43	86	69
115	45	73	74
117	55	69	71
123	75	68	72
126	82	65	71
133	73	68	72
157	52	62	56
165	49	68	73
181	54	55	72
178	52	55	71
168	61	56	71
163	70	56	70
160	74	57	69
156	85	56	70
155	89	55	68
160	91	54	66
170	77	57	74
193	76	59	73
224	74	62	73
234	76	66	71
