1215	139	63	102
1215	139	61	103
1212	140	65	103
1208	142	67	102
1201	143	75	105
1185	143	85	105
1168	148	95	99
1156	148	93	92
1147	149	97	101
1134	151	105	91
1115	153	111	102
1101	150	109	104
1093	156	109	97
1085	159	93	93
1074	162	90	87
1062	171	83	86
1039	165	101	94
1026	163	105	90
1016	163	103	92
998	161	104	95
968	171	120	100
946	170	123	99
927	163	122	97
913	167	110	97
883	171	116	104
862	174	122	99
847	172	127	98
841	172	119	103
819	170	123	106
795	183	130	102
771	180	138	102
755	180	136	107
745	186	116	99
730	193	102	99
717	194	98	95
705	197	104	89
694	195	103	100
682	188	104	108
661	199	112	106
648	198	120	103
634	196	122	105
620	190	116	111
608	190	106	115
584	208	115	111
568	210	119	99
559	206	113	103
549	211	116	108
538	212	118	108
517	221	127	111
505	221	128	105
494	219	126	105
488	224	113	103
482	219	95	116
465	232	94	110
449	233	97	109
439	233	100	104
433	233	102	105
424	234	111	114
417	238	106	117
401	243	115	126
385	244	117	126
375	244	123	124
368	243	109	131
364	248	85	131
353	251	78	129
339	256	80	122
332	259	78	117
324	258	80	126
320	256	84	127
317	262	82	121
309	260	89	144
302	268	86	140
295	272	89	132
293	276	83	125
288	280	80	118
285	283	75	120
282	289	75	127
279	299	76	134
276	306	79	126
275	306	80	117
279	314	78	97
284	317	75	99
289	324	78	102
293	323	88	113
292	322	99	114
292	326	105	114
289	333	122	115
288	341	131	112
284	344	153	119
285	349	150	121
291	350	142	116
