93	113	34	109
96	109	31	104
97	107	32	103
102	108	33	101
103	105	35	102
101	105	35	98
104	102	34	98
105	105	34	100
101	102	33	106
105	104	34	107
109	110	33	103
116	108	34	108
121	106	35	109
126	94	31	101
131	87	33	102
131	76	34	109
128	69	33	113
116	63	33	113
117	68	34	111
115	89	32	96
107	104	31	91
98	107	36	91
88	104	36	95
97	104	31	103
96	103	31	95
94	91	33	98
93	86	34	99
93	88	34	94
93	86	32	91
97	89	33	90
102	95	32	94
103	107	32	89
108	110	33	93
115	115	33	90
117	111	29	91
115	100	29	91
117	95	29	86
111	83	30	89
106	81	30	88
104	72	28	94
101	77	30	87
101	80	29	93
97	95	29	90
87	108	29	94
81	123	30	88
80	122	32	92
83	109	30	94
85	101	29	89
88	92	28	85
92	89	26	84
94	84	27	86
97	83	27	84
101	84	28	84
101	91	28	85
105	104	27	85
109	115	29	83
110	114	27	86
115	112	29	85
122	103	26	88
120	97	26	85
112	91	27	82
103	87	30	81
102	80	29	83
103	78	27	84
97	85	25	83
90	96	25	78
80	106	26	77
81	115	24	76
78	114	25	79
76	112	25	78
73	104	25	81
78	102	27	77
88	99	25	76
92	91	27	77
93	90	29	75
98	89	29	73
105	88	26	76
110	99	27	74
123	111	25	74
132	116	24	72
145	111	24	76
154	101	23	77
164	100	21	74
161	100	22	74
148	99	22	72
142	96	23	71
135	87	24	71
129	87	25	74
120	98	24	73
112	109	25	74
108	118	23	79
109	128	23	74
114	141	24	70
116	138	22	72
116	127	23	73
115	119	21	74
114	114	21	76
114	110	23	78
114	104	23	78
119	104	23	74
121	103	23	76
121	109	23	74
131	121	21	73
135	124	22	73
136	129	24	75
139	119	22	74
146	102	21	73
151	94	23	70
150	89	21	73
145	85	22	69
143	77	22	73
140	80	22	75
132	96	22	71
116	96	22	74
111	98	22	73
108	101	22	74
94	98	20	72
87	90	22	71
89	82	21	68
95	74	22	69
98	72	23	69
106	72	24	74
112	81	26	78
118	102	23	77
123	114	23	76
127	120	20	72
128	119	22	68
136	114	22	64
138	111	22	63
132	102	23	69
126	100	23	71
115	105	21	72
108	110	23	70
85	119	25	73
76	132	24	71
71	127	26	69
68	117	24	68
70	110	24	70
80	104	23	68
88	95	22	73
98	99	23	69
108	104	22	68
112	116	22	68
121	126	22	67
133	140	23	72
128	129	26	75
134	112	27	75
138	99	21	81
133	99	23	74
129	98	24	72
126	102	23	67
121	111	21	62
113	123	21	62
99	129	20	62
100	132	22	63
101	131	22	61
104	127	22	60
111	119	22	65
121	113	21	62
126	107	21	62
128	105	21	65
127	107	22	61
127	115	22	62
125	121	21	64
129	129	21	62
131	127	19	63
133	121	18	61
138	112	20	60
135	109	20	59
130	106	21	57
126	102	21	57
120	101	21	59
117	106	21	58
108	117	22	59
98	133	22	58
94	138	22	58
93	127	20	57
91	119	21	58
92	115	20	60
95	111	20	58
93	108	20	57
95	108	19	61
99	114	19	61
105	121	19	61
107	122	20	59
110	122	20	55
114	105	21	57
116	97	21	58
111	95	20	58
104	96	20	58
101	97	20	57
94	100	21	58
80	108	24	61
59	120	21	59
53	128	23	60
52	127	21	58
51	114	21	60
57	116	20	57
65	107	20	60
71	101	21	60
77	105	19	58
84	108	18	59
92	112	18	61
102	113	18	59
112	115	19	60
120	102	19	62
131	90	22	60
133	89	21	57
132	82	20	59
133	80	19	61
131	77	20	64
124	82	21	66
114	89	20	69
106	93	25	70
108	99	22	70
107	94	22	68
106	81	24	67
107	73	30	71
109	72	29	72
110	75	26	69
112	79	25	71
113	83	28	71
118	93	24	66
124	96	23	71
129	96	22	68
141	82	21	69
151	77	21	66
150	69	22	68
147	60	26	71
141	62	25	69
137	66	27	69
129	81	23	71
116	90	25	70
113	94	29	73
106	84	30	74
102	84	25	65
103	81	25	66
107	74	30	68
117	75	25	64
121	87	19	60
130	95	21	64
138	105	22	66
145	110	23	65
148	112	24	66
154	95	30	70
158	81	26	73
154	76	32	70
151	75	32	68
149	85	26	63
143	98	20	56
136	112	17	54
120	121	15	50
116	118	16	49
110	111	17	49
102	101	16	49
101	96	17	48
105	87	17	52
110	85	17	53
115	94	17	53
120	97	17	55
126	111	16	53
133	110	15	53
141	105	16	50
146	88	17	54
146	79	16	53
145	76	15	54
140	78	16	53
136	85	15	51
127	94	16	52
120	103	17	51
108	104	17	53
108	105	18	51
99	96	20	54
92	91	18	53
91	88	18	54
95	84	17	53
101	81	16	55
104	90	15	49
114	100	16	50
120	105	13	49
124	102	14	51
133	101	14	50
136	92	15	50
144	81	15	50
145	76	15	49
143	77	16	47
139	79	18	50
134	84	19	54
130	88	20	55
120	106	18	52
105	126	16	48
100	125	16	48
94	113	17	49
90	105	19	53
91	107	19	50
96	98	17	52
103	100	17	50
111	103	16	49
118	105	18	49
125	106	18	46
125	106	19	46
130	100	20	50
133	77	25	58
136	62	23	60
133	55	22	62
