205	151	17	50
201	151	21	49
200	151	21	49
198	151	21	49
198	151	20	48
197	151	21	48
195	150	21	49
193	149	21	49
191	150	21	47
190	149	22	47
188	149	21	45
187	148	20	46
185	145	20	47
185	147	20	47
182	144	21	49
181	145	20	47
180	145	21	46
179	144	21	48
179	144	20	48
179	144	20	46
178	143	19	44
177	142	20	44
177	142	19	44
176	142	19	43
175	142	20	43
173	141	19	45
173	141	20	44
171	141	19	46
170	141	20	43
168	142	20	42
167	142	19	42
166	140	19	44
166	137	19	45
165	131	18	48
164	134	20	49
161	130	22	53
161	133	22	51
161	132	20	48
162	131	19	49
161	132	19	48
162	130	19	47
162	129	19	47
160	124	18	48
161	124	17	48
161	124	17	49
160	121	17	52
159	126	17	46
158	127	18	43
156	127	19	42
156	126	18	42
154	125	17	40
152	123	16	40
151	121	16	43
149	121	16	41
149	121	16	40
148	121	16	39
146	121	17	39
144	121	17	39
143	121	18	39
141	122	17	38
141	122	16	38
138	119	15	40
137	118	15	42
137	119	14	41
135	118	15	41
134	119	16	41
132	119	17	41
131	118	17	42
128	117	15	39
126	116	15	39
125	115	15	40
124	115	15	40
123	114	15	39
122	113	15	39
120	112	16	38
120	113	16	38
117	112	17	40
116	111	16	37
115	111	15	37
114	110	15	38
113	109	15	37
112	107	14	39
112	107	14	39
109	108	14	37
107	108	14	36
105	107	14	36
104	108	14	35
102	107	14	36
101	107	13	36
99	105	14	37
97	105	14	36
97	103	14	37
94	103	15	37
91	103	15	34
91	105	14	34
90	103	14	33
88	104	14	33
88	103	13	35
85	101	13	35
84	100	12	36
82	100	12	35
80	100	14	35
80	99	13	35
78	100	13	34
77	100	13	33
75	101	13	33
74	100	12	32
72	99	13	35
70	98	14	34
69	97	12	35
69	96	13	35
68	98	12	36
63	94	15	33
63	96	14	34
62	97	13	34
61	96	12	34
60	95	12	34
59	94	12	35
58	93	12	35
57	94	12	35
