269	75	34	64
266	73	36	66
265	71	32	65
266	75	31	62
268	74	27	61
266	72	28	62
261	69	37	66
261	70	32	67
260	70	31	68
262	68	28	64
258	68	32	61
257	66	35	63
255	63	38	68
252	66	39	67
254	67	32	67
252	67	31	67
249	67	29	67
244	67	30	67
241	66	32	68
236	67	34	69
230	69	37	66
233	71	34	73
235	72	33	73
237	71	32	73
236	70	34	73
231	70	39	71
230	70	43	67
234	70	40	70
239	69	34	74
242	68	31	72
243	66	29	73
244	63	28	73
242	61	29	74
239	62	29	71
231	63	33	75
227	63	32	77
224	64	31	80
223	64	30	76
220	64	32	74
214	66	42	71
224	66	33	71
224	66	34	77
225	67	33	84
223	70	36	80
226	73	33	77
225	73	35	80
226	74	36	78
227	75	37	76
228	75	36	84
232	75	32	89
235	75	31	89
236	77	32	81
230	76	38	78
224	78	45	76
228	77	38	80
223	80	35	77
218	77	35	82
217	77	30	85
214	74	33	85
213	73	33	81
205	72	46	79
208	70	43	86
214	69	35	92
218	70	31	93
219	68	32	95
219	69	36	82
228	71	30	80
227	70	35	84
226	71	36	89
224	71	34	94
220	73	37	92
225	73	30	91
225	74	33	86
219	73	43	84
222	74	42	88
227	66	38	102
234	73	31	102
238	75	30	100
240	74	33	92
244	77	33	83
247	76	33	87
247	78	36	96
246	78	39	101
245	79	36	96
245	81	37	92
243	77	39	96
235	77	51	92
229	75	70	93
227	74	58	90
221	74	53	92
226	67	53	101
226	65	43	100
225	66	46	89
230	62	47	95
231	60	61	100
234	63	58	106
238	63	58	109
234	66	66	106
234	66	68	103
235	68	71	100
237	67	73	100
245	66	67	108
250	66	59	113
251	65	57	108
252	64	59	88
239	62	67	91
232	58	59	97
227	60	56	101
213	55	58	107
208	53	55	107
203	45	60	110
199	28	59	125
198	25	61	127
198	45	66	98
207	56	55	93
212	54	51	101
219	57	46	100
224	58	52	100
226	61	52	91
236	61	47	85
238	61	49	89
247	64	45	93
254	62	44	97
256	65	47	97
257	64	53	97
259	66	55	93
264	69	56	79
275	69	46	87
280	66	46	94
287	66	43	98
292	67	42	98
294	70	41	93
301	69	42	85
305	72	40	91
306	72	43	94
306	72	40	95
304	75	44	91
302	75	42	91
301	74	42	84
297	73	42	87
294	73	39	88
290	74	37	89
290	72	30	92
286	71	32	87
283	69	32	78
283	66	32	79
282	67	31	78
280	64	31	84
276	63	31	88
274	59	33	95
269	56	35	96
269	57	36	92
268	67	43	78
276	73	36	76
282	68	30	84
285	67	29	90
288	67	30	89
287	69	33	81
285	71	41	72
290	82	42	60
296	80	37	68
297	74	32	75
298	73	31	79
295	72	32	74
290	71	40	76
291	69	41	74
293	73	40	72
293	71	42	76
294	73	36	79
293	72	37	81
288	74	43	78
291	73	45	77
291	70	50	70
292	73	52	69
298	85	46	62
301	84	39	64
302	78	35	70
310	79	28	68
310	80	37	62
318	82	32	58
321	79	30	65
321	77	31	72
324	75	29	76
327	73	30	76
323	80	36	68
322	77	46	65
323	75	49	66
332	78	41	67
332	81	34	60
322	76	39	62
330	77	30	73
333	80	30	66
333	76	34	67
337	72	31	72
338	72	32	78
327	70	43	85
336	65	35	90
338	61	34	95
336	56	39	98
336	62	50	86
345	61	43	91
346	67	43	92
348	65	37	100
344	69	39	93
343	71	38	87
340	87	40	72
339	88	39	71
342	83	31	83
328	83	40	83
327	83	33	86
331	85	26	81
329	83	28	74
323	80	37	72
330	95	32	59
329	94	35	66
330	93	33	73
330	92	27	74
333	94	25	72
331	91	32	73
333	92	35	67
341	95	29	66
341	95	31	70
340	97	33	70
344	98	25	69
350	95	20	72
349	96	25	67
350	94	31	61
350	96	31	62
352	94	28	66
351	98	31	69
351	98	25	67
351	98	24	64
348	98	29	59
343	98	35	58
344	101	32	52
343	101	37	63
346	100	32	67
348	99	28	67
354	100	23	64
353	101	28	57
358	103	27	50
360	103	31	54
364	104	28	59
367	103	23	62
367	102	21	60
369	101	23	56
369	102	29	54
367	103	33	55
368	104	32	58
367	105	30	60
365	104	27	63
364	103	24	63
367	102	22	59
366	102	27	52
366	101	27	52
366	102	30	54
366	101	27	57
366	100	22	55
361	100	25	57
361	99	23	55
358	98	24	54
356	97	29	56
352	97	31	56
349	95	33	64
349	94	27	66
348	94	21	70
346	94	22	67
346	94	25	59
344	94	28	57
345	94	29	53
342	103	37	54
348	98	29	59
347	97	29	66
352	98	20	64
353	100	22	65
355	100	25	58
356	102	26	56
357	103	29	58
358	105	32	62
359	104	31	66
360	103	24	68
361	107	22	65
360	105	25	66
358	105	31	58
359	105	34	60
361	105	38	64
362	110	36	60
366	111	28	63
371	108	23	65
377	106	21	63
381	105	23	56
388	108	26	50
393	104	31	54
